,0
983,@united very disappointed and unhappy with your customer service. So much run-around and misinformation on a simple… https://t.co/nF87MK0YGD
984, @red_casting: For those interested in the  art and craft of the monologue see @wearetramp #Angry @swkplay @MonologueSlamUK and  check ou…
985,#facebook and #instagram are really starting to make me #angry . the #policing of legitimate users for now good rea… https://t.co/6woXnx5ioF
986,"@markmcmorris how iv felt every morn 3yrs now..  #Angry in A.M. 
.. @cpso_ca docs duck and suck responsibility most… https://t.co/ULjyk3mnjT"
987,When you watch @AlJazeera_World #Investigates about this Paedophilia (Homosexuality) look at how Gary Speed (RIP) died and all..... #Angry
988, @29gazalex: Football lows don't last forever so the only way is up #positive thoughts #hatelosing #angry roll on next week it's the only…
989,@Plusnet @plusnethelp why is my broandband forcing me to this page before visiting just about any web page #angry… https://t.co/9mzhAOQ3vt
990,Just been dropped off by second recovery truck at Lymm to be told that apparently @TheRAC_UK haven’t arranged any f… https://t.co/ovmRxcuEAs
991,Less than 50% of the time I am #depressed and #angry enough to be apathetic regarding if I live or not. The other 5… https://t.co/w9gHrQPdjP
992, @red_casting: For those interested in the  art and craft of the monologue see @wearetramp #Angry @swkplay @MonologueSlamUK and  check ou…
993, @red_casting: For those interested in the  art and craft of the monologue see @wearetramp #Angry @swkplay @MonologueSlamUK and  check ou…
994,236. 'At you're service' Pim. I did not followed him or Theo. I regred this. I mean they were interested people. Mo… https://t.co/azmTCbPtN2
995, @red_casting: For those interested in the  art and craft of the monologue see @wearetramp #Angry @swkplay @MonologueSlamUK and  check ou…
996, @theartsdesk: ★★★★ Wondrously roaring Ridleyland #Angry @swkplay Six monologues about extreme emotions offer trips to outer space and dy…
997,@JuddApatow. The ultimate angry #Jew. Thinking angry and reacting angry. Like his fellow #Jews in #Israel. Reacting… https://t.co/KglRwYxwLM
998, @maxlindsay: First review for #Angry by #PhilipRidley @swkplay is in and boy it’s a good one! ‘Max Lindsay’s excellent production delive…
999, @michaelmoor_mt: An amazing evening @swkplay - it has been an honour to review #Angry 2 gifted and skilled actors giving their all no p…
